Transaction_ID,Customer_ID,Item_ID,Date,Rating,Payment_Method,Amount,Total_Purchases,Total_Amount_EGP,Customer_Name,Customer_Email,Country,Age,Gender,Product_Category,Product_Type,Product_Brand
TXN000017,CUST001,ITEM088,1680000151.720306,5,Mobile Payment,551.74,7,3862.1800000000003,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Health,Body Care,Dove
TXN000018,CUST001,ITEM089,1707980681.720456,5,Credit Card,491.38,1,491.38,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Beauty,Skincare,Nivea
TXN000019,CUST001,ITEM044,1706014428.720615,5,Mobile Payment,1917.89,7,13425.230000000001,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Household,Fridge,LG
TXN000020,CUST001,ITEM012,1695402140.720744,4,Mobile Payment,1697.82,7,11884.74,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Household,Decorations,Home Depot
TXN000021,CUST001,ITEM083,1721733058.720874,5,Mobile Payment,304.14,6,1824.84,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Beauty,Skincare,LOreal
TXN000022,CUST001,ITEM039,1679312228.720995,5,Credit Card,203.54,5,1017.6999999999999,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Electronics,Electronics,B.TECH
TXN000023,CUST001,ITEM006,1698676456.721123,4,Cash,346.36,5,1731.8000000000002,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Electronics,Television,Samsung
TXN000024,CUST001,ITEM010,1727403673.72125,3,Credit Card,240.51,3,721.53,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Books,Literature,Penguin Books
TXN000025,CUST001,ITEM084,1718127733.721404,5,Credit Card,1715.68,7,12009.76,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Beauty,Makeup,Maybelline
TXN000026,CUST001,ITEM048,1715790075.721534,4,Cash,805.63,2,1611.26,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Grocery,Juice,Juhayna
TXN000027,CUST001,ITEM090,1683638960.721664,5,Cash,804.33,3,2412.9900000000002,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Health,Oral Care,Oral-B
TXN000028,CUST001,ITEM012,1715315646.721783,5,Mobile Payment,1254.46,2,2508.92,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Household,Decorations,Home Depot
TXN000029,CUST001,ITEM026,1722898934.721899,5,Credit Card,639.28,9,5753.5199999999995,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Books,Fiction,Random House
TXN000030,CUST001,ITEM039,1721209688.722014,4,Mobile Payment,69.6,3,208.79999999999998,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Electronics,Electronics,B.TECH
TXN000031,CUST001,ITEM006,1714096823.72213,1,Mobile Payment,68.97,8,551.76,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Electronics,Television,Samsung
TXN000032,CUST001,ITEM008,1706647151.722245,5,Credit Card,12.4,8,99.2,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Books,Fiction,Penguin Books
TXN000033,CUST001,ITEM012,1685549132.722395,4,Mobile Payment,1984.23,9,17858.07,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Household,Decorations,Home Depot
TXN000034,CUST001,ITEM069,1675504650.722544,5,Mobile Payment,752.7,7,5268.900000000001,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Grocery,Sunflower Oil,Crystal
TXN000035,CUST001,ITEM012,1682446095.722673,1,Credit Card,556.4,6,3338.3999999999996,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Household,Decorations,Home Depot
TXN000036,CUST001,ITEM008,1709433153.722792,1,Credit Card,1032.38,8,8259.04,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Books,Fiction,Penguin Books
TXN000037,CUST001,ITEM064,1672400384.722917,1,Mobile Payment,1549.18,1,1549.18,Norma Fisher,cust001@gmail.com,Egypt,62,Female,Grocery,Olive Oil,Afia
TXN000038,CUST002,ITEM089,1672113595.723044,3,Mobile Payment,871.64,6,5229.84,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Beauty,Skincare,Nivea
TXN000039,CUST002,ITEM052,1690401936.723179,3,Mobile Payment,782.76,6,4696.5599999999995,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Meat,Meat,Halwani Bros
TXN000040,CUST002,ITEM079,1691885929.723297,1,Cash,1757.96,8,14063.68,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Household,Home Appliances,Siemens
TXN000041,CUST002,ITEM012,1718533811.723438,5,Mobile Payment,1163.56,1,1163.56,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Household,Decorations,Home Depot
TXN000042,CUST002,ITEM002,1699209971.723558,5,Credit Card,736.17,9,6625.53,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Clothing,T-shirt,Nike
TXN000043,CUST002,ITEM073,1685269433.723684,4,Mobile Payment,561.91,5,2809.5499999999997,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Gaming,Playstation,Sony
TXN000044,CUST002,ITEM032,1669927697.723799,1,Credit Card,473.82,4,1895.28,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Clothing,Jacket,Adidas
TXN000045,CUST002,ITEM016,1690748352.72392,5,Cash,365.37,5,1826.85,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Grocery,Coffee,Nestle
TXN000046,CUST002,ITEM081,1674669033.724034,5,Mobile Payment,1442.04,1,1442.04,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Beauty,Makeup,LOreal
TXN000047,CUST002,ITEM002,1731175056.724146,4,Mobile Payment,836.41,7,5854.87,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Clothing,T-shirt,Nike
TXN000048,CUST002,ITEM016,1682717025.724258,5,Cash,750.12,9,6751.08,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Grocery,Coffee,Nestle
TXN000049,CUST002,ITEM077,1725366091.724412,2,Mobile Payment,1154.67,8,9237.36,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Electronics,Audio,Philips
TXN000050,CUST002,ITEM056,1696816933.724539,4,Credit Card,678.84,8,5430.72,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Meat,Meat,Sadia
TXN000051,CUST002,ITEM076,1670428282.724673,5,Credit Card,1791.74,3,5375.22,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Electronics,TV,Philips
TXN000052,CUST002,ITEM005,1725209372.724801,5,Credit Card,497.33,1,497.33,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Audio Devices,Headphones,Samsung
TXN000053,CUST002,ITEM042,1720985041.724921,5,Mobile Payment,595.21,5,2976.05,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Household,Decorations,Bed Bath & Beyond
TXN000054,CUST002,ITEM039,1727233564.725034,4,Cash,1075.58,3,3226.74,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Electronics,Electronics,B.TECH
TXN000055,CUST002,ITEM041,1689837144.725173,4,Credit Card,167.15,1,167.15,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Home Appliances,Bathroom,Bed Bath & Beyond
TXN000056,CUST002,ITEM043,1718966798.725287,5,Credit Card,501.62,1,501.62,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Electronics,Air Conditioner,LG
TXN000057,CUST002,ITEM011,1711138400.725427,4,Credit Card,1196.9,7,8378.300000000001,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Household,Tools,Home Depot
TXN000058,CUST002,ITEM031,1681333947.725548,5,Credit Card,1863.7,4,7454.8,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Clothing,T-shirt,Adidas
TXN000059,CUST002,ITEM074,1691787736.725678,4,Cash,24.86,4,99.44,Jorge Sullivan,cust002@gmail.com,Egypt,65,Male,Electronics,Television,Sony
TXN000060,CUST003,ITEM095,1683672594.725805,4,Cash,1196.17,2,2392.34,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Kitchen,Household,Procter & Gamble
TXN000061,CUST003,ITEM004,1714230678.725938,4,Credit Card,1796.11,1,1796.11,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Clothing,Shorts,Nike
TXN000062,CUST003,ITEM005,1714133442.726056,5,Cash,584.25,2,1168.5,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Audio Devices,Headphones,Samsung
TXN000063,CUST003,ITEM038,1724285884.726179,3,Mobile Payment,741.58,9,6674.22,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Household,Washing Machine,B.TECH
TXN000064,CUST003,ITEM057,1701746464.726295,4,Mobile Payment,856.55,2,1713.1,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Pharmacy,Healthcare,Egyptian Pharmaceutical
TXN000065,CUST003,ITEM093,1719813838.726451,3,Cash,438.64,8,3509.12,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Mayonnaise,Heinz
TXN000066,CUST003,ITEM013,1706011349.726573,2,Credit Card,240.17,5,1200.85,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Household,Lighting,Home Depot
TXN000067,CUST003,ITEM093,1718451538.726697,4,Credit Card,124.07,5,620.3499999999999,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Mayonnaise,Heinz
TXN000068,CUST003,ITEM077,1675221953.726811,3,Credit Card,74.22,5,371.1,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Electronics,Audio,Philips
TXN000069,CUST003,ITEM081,1709090667.726934,1,Mobile Payment,1096.38,4,4385.52,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Beauty,Makeup,LOreal
TXN000070,CUST003,ITEM049,1678969591.72705,5,Credit Card,825.36,2,1650.72,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Milk,Faragalla
TXN000071,CUST003,ITEM049,1683507901.727163,4,Mobile Payment,1946.09,5,9730.449999999999,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Milk,Faragalla
TXN000072,CUST003,ITEM037,1686683289.727276,5,Mobile Payment,1771.56,4,7086.24,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Home Appliances,Bedding,IKEA
TXN000073,CUST003,ITEM061,1677491220.727421,1,Credit Card,486.28,2,972.56,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Pharmacy,Healthcare,Herbel Essence
TXN000074,CUST003,ITEM052,1669488817.727542,3,Cash,959.12,8,7672.96,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Meat,Meat,Halwani Bros
TXN000075,CUST003,ITEM075,1700243244.727667,3,Credit Card,1279.33,9,11513.97,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Gaming,Xbox,Microsoft
TXN000076,CUST003,ITEM017,1726453912.727782,2,Mobile Payment,1178.88,2,2357.76,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Juice,Nestle
TXN000077,CUST003,ITEM003,1684908227.727895,4,Cash,540.15,8,4321.2,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Clothing,Jacket,Nike
TXN000078,CUST003,ITEM086,1700690678.728029,5,Mobile Payment,387.61,2,775.22,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Beauty,Haircare,Pantene
TXN000079,CUST003,ITEM065,1714228186.728148,4,Mobile Payment,1593.22,3,4779.66,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Sesame Oil,Afia
TXN000080,CUST003,ITEM093,1716623517.728261,5,Credit Card,888.23,6,5329.38,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Grocery,Mayonnaise,Heinz
TXN000081,CUST003,ITEM071,1720430952.728408,4,Mobile Payment,352.67,3,1058.01,Elizabeth Woods,cust003@gmail.com,Egypt,18,Male,Computers,Laptop,HP
TXN000082,CUST004,ITEM030,1703489486.728542,5,Cash,629.86,8,5038.88,Susan Wagner,cust004@gmail.com,Egypt,21,Female,Clothing,Shoes,Adidas
TXN000083,CUST004,ITEM013,1675198861.728668,5,Cash,430.8,4,1723.2,Susan Wagner,cust004@gmail.com,Egypt,21,Female,Household,Lighting,Home Depot
TXN000084,CUST004,ITEM082,1725803491.728783,5,Mobile Payment,1485.05,9,13365.449999999999,Susan Wagner,cust004@gmail.com,Egypt,21,Female,Beauty,Haircare,LOreal
TXN000085,CUST005,ITEM028,1679611652.728902,5,Mobile Payment,1800.73,8,14405.84,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Books,Thriller,Random House
TXN000086,CUST005,ITEM089,1678104713.729015,1,Mobile Payment,1461.6,8,11692.8,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Beauty,Skincare,Nivea
TXN000087,CUST005,ITEM057,1699270344.729127,3,Mobile Payment,1517.15,9,13654.35,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Pharmacy,Healthcare,Egyptian Pharmaceutical
TXN000088,CUST005,ITEM033,1704117447.729245,5,Cash,1133.69,5,5668.450000000001,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Soft Drink,Pepsi
TXN000089,CUST005,ITEM017,1680433242.729382,5,Cash,495.62,1,495.62,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Juice,Nestle
TXN000090,CUST005,ITEM095,1679018410.729525,5,Cash,1292.4,8,10339.2,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Kitchen,Household,Procter & Gamble
TXN000091,CUST005,ITEM028,1675811940.72965,1,Credit Card,1515.74,1,1515.74,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Books,Thriller,Random House
TXN000092,CUST005,ITEM088,1731777191.729779,2,Credit Card,337.42,2,674.84,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Health,Body Care,Dove
TXN000093,CUST005,ITEM029,1700487258.729893,2,Cash,492.85,3,1478.5500000000002,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Soft Drink,Coca-Cola
TXN000094,CUST005,ITEM034,1703726195.73001,3,Cash,790.94,6,4745.64,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Household,Furniture,IKEA
TXN000095,CUST005,ITEM066,1730687516.730124,5,Credit Card,443.15,5,2215.75,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Sunflower Oil,Afia
TXN000096,CUST005,ITEM078,1719695795.730249,5,Cash,887.15,3,2661.45,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Household,Home Appliances,Bosch
TXN000097,CUST005,ITEM046,1690379275.730401,5,Cash,1708.68,4,6834.72,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Electronics,Air Conditioner,Tushiba
TXN000098,CUST005,ITEM009,1698337929.730544,1,Cash,231.88,1,231.88,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Books,Non-Fiction,Penguin Books
TXN000099,CUST005,ITEM006,1730705323.73067,3,Mobile Payment,987.49,8,7899.92,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Electronics,Television,Samsung
TXN000100,CUST005,ITEM076,1704414058.7308,5,Mobile Payment,674.7,1,674.7,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Electronics,TV,Philips
TXN000101,CUST005,ITEM083,1682401354.730915,4,Credit Card,939.57,3,2818.71,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Beauty,Skincare,LOreal
TXN000102,CUST005,ITEM028,1676276827.731037,5,Cash,29.27,2,58.54,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Books,Thriller,Random House
TXN000103,CUST005,ITEM049,1730077991.731151,5,Cash,1845.37,6,11072.22,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Milk,Faragalla
TXN000104,CUST005,ITEM052,1725590781.731264,5,Mobile Payment,435.53,1,435.53,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Meat,Meat,Halwani Bros
TXN000105,CUST005,ITEM063,1677987047.731804,1,Mobile Payment,466.84,8,3734.72,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Meat,Meat,Panda
TXN000106,CUST005,ITEM017,1704367125.732066,1,Cash,1877.44,6,11264.64,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Juice,Nestle
TXN000107,CUST005,ITEM082,1695134785.732226,5,Cash,956.89,5,4784.45,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Beauty,Haircare,LOreal
TXN000108,CUST005,ITEM085,1693431803.732411,4,Mobile Payment,1044.96,4,4179.84,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Beauty,Makeup,Revlon
TXN000109,CUST005,ITEM049,1681685637.732566,1,Cash,1592.03,8,12736.24,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Milk,Faragalla
TXN000110,CUST005,ITEM070,1680684444.732727,5,Credit Card,984.02,8,7872.16,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Computers,Laptop,Dell
TXN000111,CUST005,ITEM079,1670119995.732867,4,Credit Card,479.31,1,479.31,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Household,Home Appliances,Siemens
TXN000112,CUST005,ITEM027,1684461726.732994,2,Mobile Payment,1558.77,5,7793.85,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Books,Literature,Random House
TXN000113,CUST005,ITEM057,1721674729.733154,4,Credit Card,472.44,5,2362.2,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Pharmacy,Healthcare,Egyptian Pharmaceutical
TXN000114,CUST005,ITEM032,1684766107.733284,4,Cash,145.51,1,145.51,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Clothing,Jacket,Adidas
TXN000115,CUST005,ITEM015,1730583300.733448,5,Cash,905.95,2,1811.9,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Water,Nestle
TXN000116,CUST005,ITEM051,1687334750.733579,3,Cash,1760.91,3,5282.7300000000005,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Meat,Chicken,Halwani Bros
TXN000117,CUST005,ITEM018,1721009531.733719,4,Credit Card,1257.15,6,7542.900000000001,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Chocolate,Galaxy
TXN000118,CUST005,ITEM023,1718768260.733861,4,Credit Card,1707.96,5,8539.8,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Clothing,Shirt,Zara
TXN000119,CUST005,ITEM090,1677037821.733986,1,Mobile Payment,833.38,1,833.38,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Health,Oral Care,Oral-B
TXN000120,CUST005,ITEM092,1717805137.734108,4,Cash,628.15,4,2512.6,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Ketchup,Heinz
TXN000121,CUST005,ITEM019,1678361428.73424,5,Credit Card,192.54,3,577.62,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Snacks,Galaxy
TXN000122,CUST005,ITEM013,1722985292.734408,5,Mobile Payment,1104.61,1,1104.61,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Household,Lighting,Home Depot
TXN000123,CUST005,ITEM066,1725507439.734544,1,Credit Card,1305.94,6,7835.64,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Sunflower Oil,Afia
TXN000124,CUST005,ITEM051,1678647542.734672,1,Cash,1883.92,4,7535.68,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Meat,Chicken,Halwani Bros
TXN000125,CUST005,ITEM047,1694529731.734797,2,Credit Card,262.19,7,1835.33,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Grocery,Milk,Juhayna
TXN000126,CUST005,ITEM014,1670750631.734916,5,Credit Card,1046.15,7,7323.050000000001,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Household,Furniture,Home Depot
TXN000127,CUST005,ITEM044,1691905271.735038,5,Credit Card,1239.14,9,11152.26,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Household,Fridge,LG
TXN000128,CUST005,ITEM001,1693522110.735157,5,Mobile Payment,1053.91,7,7377.370000000001,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Clothing,Shoes,Nike
TXN000129,CUST005,ITEM063,1674019486.735289,1,Credit Card,1771.19,6,10627.14,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Meat,Meat,Panda
TXN000130,CUST005,ITEM084,1704043769.735457,4,Cash,1934.44,4,7737.76,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Beauty,Makeup,Maybelline
TXN000131,CUST005,ITEM041,1673818940.735607,4,Credit Card,539.91,5,2699.5499999999997,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Home Appliances,Bathroom,Bed Bath & Beyond
TXN000132,CUST005,ITEM043,1731804640.735734,5,Credit Card,1549.68,7,10847.76,Peter Montgomery,cust005@gmail.com,Egypt,21,Male,Electronics,Air Conditioner,LG
TXN000133,CUST006,ITEM066,1707788153.736163,1,Credit Card,922.24,7,6455.68,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Sunflower Oil,Afia
TXN000134,CUST006,ITEM093,1718018409.736391,2,Mobile Payment,335.73,7,2350.11,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Mayonnaise,Heinz
TXN000135,CUST006,ITEM036,1695237931.736569,1,Mobile Payment,1813.4,2,3626.8,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Home Appliances,Bathroom,IKEA
TXN000136,CUST006,ITEM028,1727785023.736713,5,Credit Card,229.94,1,229.94,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Books,Thriller,Random House
TXN000137,CUST006,ITEM068,1676956288.736855,5,Mobile Payment,558.1,4,2232.4,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Sesame Oil,Crystal
TXN000138,CUST006,ITEM070,1672947581.73701,5,Mobile Payment,1912.69,1,1912.69,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Computers,Laptop,Dell
TXN000139,CUST006,ITEM017,1673233221.737142,5,Cash,520.97,9,4688.7300000000005,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Juice,Nestle
TXN000140,CUST006,ITEM063,1722143360.73727,4,Mobile Payment,1585.61,3,4756.83,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Meat,Meat,Panda
TXN000141,CUST006,ITEM092,1703954869.737482,4,Mobile Payment,371.14,6,2226.84,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Ketchup,Heinz
TXN000142,CUST006,ITEM074,1713617880.737632,2,Cash,706.3,5,3531.5,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Electronics,Television,Sony
TXN000143,CUST006,ITEM023,1674979671.737759,2,Credit Card,672.33,8,5378.64,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Clothing,Shirt,Zara
TXN000144,CUST006,ITEM080,1682177699.737882,5,Credit Card,1655.34,4,6621.36,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Household,Home Appliances,Haier
TXN000145,CUST006,ITEM063,1686273416.738012,1,Credit Card,246.68,8,1973.44,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Meat,Meat,Panda
TXN000146,CUST006,ITEM083,1711893817.738134,1,Credit Card,174.92,2,349.84,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Beauty,Skincare,LOreal
TXN000147,CUST006,ITEM047,1698901259.738253,5,Mobile Payment,1847.68,8,14781.44,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Milk,Juhayna
TXN000148,CUST006,ITEM006,1687823323.738396,5,Credit Card,1864.84,6,11189.039999999999,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Electronics,Television,Samsung
TXN000149,CUST006,ITEM057,1720330607.738534,5,Credit Card,1454.31,3,4362.93,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Pharmacy,Healthcare,Egyptian Pharmaceutical
TXN000150,CUST006,ITEM064,1687751310.738773,5,Credit Card,851.88,2,1703.76,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Olive Oil,Afia
TXN000151,CUST006,ITEM096,1702730414.738927,5,Cash,1302.57,1,1302.57,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Health,Personal Care,Procter & Gamble
TXN000152,CUST006,ITEM066,1699860063.739051,3,Credit Card,1823.79,9,16414.11,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Sunflower Oil,Afia
TXN000153,CUST006,ITEM051,1689745539.739183,4,Mobile Payment,1159.05,9,10431.449999999999,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Meat,Chicken,Halwani Bros
